Average Annual Return,Annual Volatility,Sharpe Ratio
0.08776779549738613,0.10631074125797897,0.6684367475641287
0.1502108390485881,0.11706075489656487,1.140476582324985
0.21265388261748702,0.14592418919151454,1.3428074832785182
0.27509692617694254,0.1943643379592952,1.329416391453895
0.33753996976790446,0.29016330550348707,1.1057021143022434
0.3999830122995594,0.4385370647711108,0.873990487257526
